Serial Number: 4602

Heading		Pitch		Roll
284.446526	2.875954	5.815428
278.713788	7.364187	4.396682
277.175280	8.402138	3.930324
280.765197	4.347782	5.994762
278.995618	6.726599	5.446370
278.091282	6.107257	5.288346
278.685208	5.203874	5.551620
278.385319	6.402767	3.338251
277.129587	4.849466	5.980644
276.504131	5.737794	6.184338
276.961419	8.381080	4.565128
276.913899	4.102104	6.719331
273.083794	6.930993	5.474558
273.568668	8.979075	4.975788
276.665716	4.670261	6.557323
274.773066	5.470775	5.586719
272.536744	6.969764	5.604577
273.028976	6.839210	6.494154
275.506700	4.793310	6.124832
272.895173	6.342748	5.333826
273.517039	7.004926	5.530730
272.686995	6.729920	5.639452
274.329172	4.631923	7.308096
280.290685	4.137132	3.534282
271.150915	6.909656	5.625487
271.387192	7.247994	6.448423
274.159539	4.102211	5.492001
272.145664	6.740608	6.920239
269.404504	7.364529	5.270823
272.295026	6.149217	6.486991
279.433770	5.066897	7.815743
273.233088	3.951474	4.954716
276.031847	7.360896	6.089626
272.848897	5.941799	6.761673
280.050415	5.161937	3.380311
273.602078	5.000369	6.254946
270.676732	6.976822	5.973685
272.396432	3.429241	6.462413
272.115339	6.452103	4.561762
279.438753	6.628052	5.597487
272.836473	4.772065	6.631312
271.527816	4.873827	5.983904
270.898394	6.789889	5.031891
271.903611	5.218004	7.025938
270.275938	6.117620	6.230181
268.747494	7.614850	5.488525
270.742732	4.758151	6.568114
269.002627	5.949108	6.966297
267.072821	6.599815	7.191628
269.980980	5.495409	5.147694
269.459732	4.042581	5.393600
266.726097	7.092734	8.936305
268.477199	6.001832	7.008553
270.710608	2.826874	4.494998
268.240695	5.456842	8.649855
266.308419	6.596431	8.717322
268.929758	4.828257	5.456776
267.706002	5.109005	6.532699
265.213011	7.177242	5.836192
268.604599	5.081087	7.290324
266.338933	5.102090	5.917202
263.034439	6.283152	8.837576
266.100272	3.790163	7.039952
266.414297	5.762653	4.302136
263.207595	7.276159	8.915234
266.787521	4.046052	7.872320
266.313791	4.642423	1.465505
263.217371	6.416805	5.773173
268.875459	3.923357	6.761663
264.779437	5.003896	4.719597
265.456676	6.117567	1.836296
264.138153	5.583501	4.902174
264.782442	4.940709	3.422323
264.908108	5.302161	4.631695
261.071812	7.353611	4.368625
262.689764	5.548224	7.082356
260.707346	6.490528	5.741374
261.633831	5.323536	4.863574
263.723851	4.351046	4.179213
260.728278	5.060035	6.909726
263.928928	4.238868	5.288144
262.311578	6.001577	4.410757
260.802738	4.737049	7.057612
262.633230	5.555199	4.996782
260.940355	4.600215	8.289189
260.076500	4.695011	7.329139
262.721331	5.565783	4.337158
259.377802	4.147804	5.776665
261.606558	5.379677	4.509111
258.608230	5.520116	5.629044
261.594193	4.498438	6.392024
260.121195	5.526974	2.872313
261.357324	5.541042	3.110448
261.310636	4.951315	3.937539
258.916067	5.361948	3.215562
259.951015	2.760263	3.737531
268.297701	2.784789	1.475940
258.873329	3.919861	3.478300
259.160619	5.456685	2.872300
257.647071	6.198539	3.387212
257.928293	7.713390	0.479108
260.254509	4.519483	1.371007
258.618056	5.600965	0.118905
259.234575	5.980679	2.742900
259.837259	5.555244	-0.412672
258.511339	5.144362	1.283596
257.869566	5.875079	2.389274
258.665518	4.670424	2.525790
258.601948	4.382800	2.704360
255.854493	4.968737	5.393634
256.364260	5.702936	2.277310
256.113016	5.225180	5.010992
255.644614	3.944368	3.944368
256.618958	4.880823	2.406695
254.956038	5.119564	1.605377
255.274168	5.302450	1.878377
253.805434	5.435852	1.482991
249.648371	6.518890	3.110559
250.412969	5.987715	1.857372
248.981394	5.815273	2.203757
250.595002	3.597467	-0.227317
248.709548	5.488405	-0.451135
247.486570	4.712380	2.791774
246.245756	6.107238	4.196937
246.714326	5.987619	0.874336
245.956497	4.495018	2.749857
246.789484	5.639505	0.339225
245.940211	5.228497	1.164631
244.665375	4.593261	3.383771
247.050419	5.463929	1.650913
243.460132	4.765012	0.335721
245.211278	6.578637	2.147766
243.523917	3.621932	1.091168
243.014051	4.863526	-0.181858
242.212371	4.568613	0.461628
240.545645	3.723713	0.755432
238.866201	5.495527	0.115408
238.195915	4.249496	0.339230
237.402968	4.919657	1.766383
