Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2020 09 22 09 33 04    49.4     3.4   1.645   0.2   0.0   0.0  34.0  35.3   0.0 110 109   0  31  27  21   0  264.0   0.0  -2.0  0.0  0.0  0.0  14.39     1.8700    0.002  13.8   1.5 100.0   49.52    86.1      -1.0000       0.0000
2020 09 22 09 48 04    50.0     3.6   1.648   0.2   0.0   0.0  34.0  35.3   0.0 110 109   0  31  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.36     1.8732    0.003  13.8   1.5 100.0   50.13    85.9      -1.0000       0.0000
2020 09 22 10 03 04    50.4     3.6   1.650   0.2   0.0   0.0  34.0  35.3   0.0 109 109   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.36     1.8752    0.003  13.8   1.5 100.0   50.53    85.9      -1.0000       0.0000
2020 09 22 10 18 04    50.1     3.6   1.652   0.2   0.0   0.0  34.0  35.3   0.0 110 110   0  31  28  21   0  263.8   0.0  -2.0  0.0  0.0  0.0  14.36     1.8764    0.002  13.8   1.5 100.0   50.23    85.9      -1.0000       0.0000
2020 09 22 10 33 04    50.8     3.7   1.656   0.2   0.0   0.0  34.4  35.3   0.0 110 109   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.37     1.8768    0.002  13.8   1.5 100.0   50.93    85.8      -1.0000       0.0000
2020 09 22 10 48 04    50.2     3.6   1.659   0.2   0.0   0.0  34.4  35.3   0.0 111 109   0  31  27  20   0  263.9   0.4  -2.0  0.0  0.0  0.0  14.38     1.8804    0.003  13.8   1.5 100.0   50.33    85.9      -1.0000       0.0000
2020 09 22 11 03 04    51.9     3.4   1.659   0.2   0.0   0.0  35.3  36.1   0.0 112 111   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.39     1.8784    0.003  13.8   1.5 100.0   52.01    86.3      -1.0000       0.0000
2020 09 22 11 18 04    50.9     3.4   1.655   0.2   0.0   0.0  36.1  35.3   0.0 114 111   0  30  29  22   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.41     1.8728    0.003  13.8   1.5 100.0   51.01    86.2      -1.0000       0.0000
2020 09 22 11 33 04    51.2     3.4   1.654   0.2   0.0   0.0  34.4  35.7   0.0 111 111   0  31  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.45     1.8680    0.003  13.8   1.5 100.0   51.31    86.2      -1.0000       0.0000
2020 09 22 11 48 04    50.2     3.3   1.648   0.2   0.0   0.0  35.3  36.1   0.0 113 111   0  31  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.50     1.8609    0.003  13.8   1.5 100.0   50.31    86.2      -1.0000       0.0000
2020 09 22 12 03 04    49.4     3.1   1.642   0.2   0.0   0.0  35.7  35.7   0.0 113 111   0  30  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.54     1.8533    0.004  13.8   1.5 100.0   49.50    86.4      -1.0000       0.0000
2020 09 22 12 18 04    48.9     3.2   1.635   0.2   0.0   0.0  35.3  35.3   0.0 112 110   0  30  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.58     1.8433    0.004  13.6   1.5 100.0   49.00    86.3      -1.0000       0.0000
2020 09 22 12 33 04    46.7     3.1   1.627   0.2   0.0   0.0  34.4  35.3   0.0 110 109   0  30  27  20   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.63     1.8330    0.004  13.6   1.5 100.0   46.80    86.2      -1.0000       0.0000
2020 09 22 12 48 04    48.0     3.5   1.624   0.2   0.0   0.0  36.1  35.3   0.0 114 110   0  30  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.67     1.8290    0.003  13.6   1.5 100.0   48.13    85.8      -1.0000       0.0000
2020 09 22 13 03 04    46.9     3.1   1.619   0.2   0.0   0.0  35.7  35.3   0.0 113 110   0  30  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.73     1.8230    0.004  13.6   1.5 100.0   47.00    86.2      -1.0000       0.0000
2020 09 22 13 18 04    47.9     3.2   1.613   0.2   0.0   0.0  34.8  35.7   0.0 112 110   0  31  27  21   0  263.9   0.4  -2.0  0.0  0.0  0.0  14.77     1.8162    0.003  13.6   1.5 100.0   48.01    86.2      -1.0000       0.0000
2020 09 22 13 33 04    47.0     2.9   1.608   0.2   0.0   0.0  35.7  36.1   0.0 113 111   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.82     1.8083    0.004  13.6   1.5 100.0   47.09    86.5      -1.0000       0.0000
2020 09 22 13 48 04    46.6     2.7   1.606   0.2   0.0   0.0  35.3  35.7   0.0 112 110   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.87     1.8055    0.004  13.6   1.5 100.0   46.68    86.7      -1.0000       0.0000
2020 09 22 14 03 04    45.8     2.8   1.606   0.2   0.0   0.0  34.8  35.7   0.0 111 111   0  30  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.92     1.8007    0.003  13.6   1.5 100.0   45.89    86.5      -1.0000       0.0000
2020 09 22 14 18 04    46.8     2.7   1.601   0.2   0.0   0.0  35.7  35.3   0.0 113 109   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  14.98     1.7951    0.002  13.6   1.5 100.0   46.88    86.7      -1.0000       0.0000
2020 09 22 14 33 04    47.6     3.1   1.605   0.2   0.0   0.0  36.1  35.7   0.0 114 111   0  30  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.03     1.7939    0.002  13.6   1.5 100.0   47.70    86.3      -1.0000       0.0000
2020 09 22 14 48 04    47.3     3.1   1.602   0.2   0.0   0.0  36.5  36.1   0.0 115 111   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.11     1.7919    0.003  13.6   1.5 100.0   47.40    86.3      -1.0000       0.0000
2020 09 22 15 03 04    46.1     2.1   1.595   0.2   0.0   0.0  38.7  37.4   0.0 120 114   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.18     1.7855    0.004  13.6   1.5 100.0   46.15    87.4      -1.0000       0.0000
2020 09 22 15 18 04    45.0     2.9   1.585   0.2   0.0   0.0  37.8  37.0   0.0 118 113   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.23     1.7764    0.003  13.6   1.5 100.0   45.09    86.3      -1.0000       0.0000
2020 09 22 15 33 04    45.0     2.6   1.580   0.2   0.0   0.0  39.1  38.3   0.0 121 116   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.27     1.7688    0.004  13.6   1.5 100.0   45.08    86.7      -1.0000       0.0000
2020 09 22 15 48 04    44.4     2.8   1.578   0.2   0.0   0.0  39.1  37.4   0.0 120 115   0  29  28  21   0  264.0   0.0  -2.0  0.0  0.0  0.0  15.32     1.7684    0.004  13.6   1.5 100.0   44.49    86.4      -1.0000       0.0000
2020 09 22 16 03 04    43.5     2.4   1.575   0.2   0.0   0.0  37.8  37.8   0.0 118 115   0  30  27  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.37     1.7656    0.004  13.6   1.5  99.5   43.57    86.8      -1.0000       0.0000
2020 09 22 16 18 04    42.2     2.7   1.570   0.2   0.0   0.0  39.6  37.8   0.0 122 116   0  30  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.41     1.7588    0.004  13.6   1.5  99.5   42.29    86.3      -1.0000       0.0000
2020 09 22 16 33 04    40.6     3.2   1.555   0.2   0.0   0.0  39.1  37.8   0.0 120 115   0  29  27  22   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.45     1.7465    0.004  13.6   1.5  99.5   40.73    85.5      -1.0000       0.0000
2020 09 22 16 48 04    39.7     3.0   1.547   0.2   0.0   0.0  37.8  37.0   0.0 118 114   0  30  28  21   0  263.9   0.0  -2.0  0.0  0.0  0.0  15.48     1.7405    0.004  13.6   1.5  99.5   39.81    85.7      -1.0000       0.0000
