Year Month Day Hour Minute Second VelocityX VelocityY Level StdError1 StdError2 StdError3 SNR1 SNR2 SNR3 SignalAmp1 SignalAmp2 SignalAmp3 Noise1 Noise2 Noise3 IceDetection Heading Pitch Roll StdDevHeading StdDevPitch StdDevRoll Temperature Pressure StdDevPressure Voltage CellBegin CellEnd Speed Direction Area Flow 
2019 07 03 15 58 20    87.8     5.1   2.136   0.2   0.0   0.0  40.9  41.7   0.0 126 126   0  31  29  21   0  264.5  -0.8  -1.2  0.0  0.0  0.0  12.25     2.1737    0.006  13.4   1.5 100.0   87.95    86.7      -1.0000       0.0000
2019 07 03 16 13 20    84.9     5.0   2.116   0.2   0.0   0.0  40.4  41.7   0.0 125 125   0  31  28  22   0  264.6  -0.8  -1.2  0.0  0.0  0.0  12.24     2.1538    0.004  13.4   1.5 100.0   85.05    86.6      -1.0000       0.0000
2019 07 03 16 28 20    82.3     4.9   2.084   0.2   0.0   0.0  40.4  42.1   0.0 126 126   0  32  28  22   0  264.5  -0.8  -1.2  0.0  0.0  0.0  12.24     2.1259    0.006  13.4   1.5 100.0   82.45    86.6      -1.0000       0.0000
2019 07 03 16 43 20    81.7     4.8   2.074   0.2   0.0   0.0  40.9  40.9   0.0 125 124   0  30  29  22   0  264.4  -0.8  -1.2  0.0  0.0  0.0  12.24     2.1131    0.004  13.4   1.5 100.0   81.84    86.6      -1.0000       0.0000
2019 07 03 16 58 20    81.2     4.7   2.058   0.2   0.0   0.0  40.0  40.9   0.0 124 123   0  31  28  22   0  264.4  -0.8  -1.2  0.0  0.0  0.0  12.24     2.1052    0.004  12.4   1.5 100.0   81.34    86.7      -1.0000       0.0000
2019 07 03 17 13 20    80.9     4.4   2.053   0.2   0.0   0.0  40.0  40.4   0.0 124 123   0  31  29  22   0  264.3  -0.8  -1.2  0.0  0.0  0.0  12.24     2.1024    0.004  12.4   1.5 100.0   81.02    86.9      -1.0000       0.0000
2019 07 03 17 28 20    80.5     4.6   2.032   0.2   0.0   0.0  40.4  40.9   0.0 124 123   0  30  28  22   0  264.5  -0.8  -1.2  0.0  0.0  0.0  12.24     2.0816    0.004  12.2   1.5 100.0   80.63    86.7      -1.0000       0.0000
2019 07 03 17 43 20    78.6     4.3   2.006   0.2   0.0   0.0  39.6  40.9   0.0 123 123   0  31  28  22   0  264.4  -0.8  -1.2  0.0  0.0  0.0  12.23     2.0522    0.004  12.2   1.5 100.0   78.72    86.9      -1.0000       0.0000
2019 07 03 17 58 20    77.0     4.0   1.987   0.2   0.0   0.0  40.0  40.4   0.0 123 122   0  30  28  22   0  264.6  -0.8  -1.2  0.0  0.0  0.0  12.23     2.0386    0.003  12.2   1.5 100.0   77.10    87.0      -1.0000       0.0000
2019 07 03 18 13 20    77.9     4.0   1.978   0.2   0.0   0.0  40.0  40.4   0.0 123 122   0  30  28  22   0  264.3  -0.8  -1.2  0.0  0.0  0.0  12.22     2.0274    0.004  12.2   1.5 100.0   78.00    87.1      -1.0000       0.0000
